x,y,u,v,p
0.13,0.87,-0.0406911,0.19979,-0.0860646
0.14,0.87,-0.0345991,0.195014,-0.0827358
0.15,0.87,-0.0275003,0.189858,-0.0796057
0.16,0.87,-0.0195545,0.184489,-0.0766987
0.17,0.87,-0.0109056,0.179027,-0.0740301
0.18,0.87,-0.00168137,0.173562,-0.0716079
0.19,0.87,0.00800658,0.168155,-0.069435
0.2,0.87,0.0180614,0.162849,-0.06751
0.21,0.87,0.0283997,0.157671,-0.0658287
0.22,0.87,0.03895,0.152638,-0.0643845
0.23,0.87,0.0496517,0.147759,-0.0631695
0.24,0.87,0.0604529,0.143036,-0.0621745
0.25,0.87,0.0713098,0.138466,-0.06139
0.26,0.87,0.0821852,0.134045,-0.0608057
0.27,0.87,0.0930476,0.129765,-0.0604113
0.28,0.87,0.10387,0.125618,-0.0601963
0.29,0.87,0.11463,0.121592,-0.0601503
0.3,0.87,0.125308,0.117679,-0.0602628
0.31,0.87,0.135888,0.113867,-0.0605236
0.32,0.87,0.146354,0.110145,-0.0609224
0.33,0.87,0.156694,0.106503,-0.0614489
0.34,0.87,0.166897,0.102929,-0.0620932
0.35,0.87,0.176952,0.0994136,-0.0628451
0.36,0.87,0.18685,0.0959455,-0.0636946
0.37,0.87,0.196583,0.092515,-0.0646313
0.38,0.87,0.206141,0.0891121,-0.0656452
0.39,0.87,0.215517,0.0857272,-0.0667259
0.4,0.87,0.224702,0.0823511,-0.0678627
0.41,0.87,0.233689,0.0789745,-0.0690448
0.42,0.87,0.242468,0.0755887,-0.0702613
0.43,0.87,0.251031,0.072185,-0.0715008
0.44,0.87,0.259368,0.0687548,-0.0727515
0.45,0.87,0.267471,0.06529,-0.0740013
0.46,0.87,0.275329,0.0617824,-0.0752376
0.47,0.87,0.282932,0.0582241,-0.0764476
0.48,0.87,0.290267,0.0546073,-0.0776175
0.49,0.87,0.297323,0.0509242,-0.0787335
0.5,0.87,0.304087,0.0471673,-0.0797809
0.51,0.87,0.310545,0.0433289,-0.0807445
0.52,0.87,0.316683,0.0394015,-0.0816086
0.53,0.87,0.322484,0.0353777,-0.0823568
0.54,0.87,0.327932,0.0312499,-0.0829719
0.55,0.87,0.33301,0.0270105,-0.0834364
0.56,0.87,0.337699,0.0226518,-0.083732
0.57,0.87,0.341978,0.018166,-0.0838396
0.58,0.87,0.345827,0.0135449,-0.0837398
0.59,0.87,0.349224,0.0087804,-0.0834123
0.6,0.87,0.352144,0.00386363,-0.0828365
0.61,0.87,0.354563,-0.00121449,-0.081991
0.62,0.87,0.356454,-0.00646371,-0.0808539
0.63,0.87,0.357789,-0.0118945,-0.0794032
0.64,0.87,0.358539,-0.0175182,-0.0776161
0.65,0.87,0.358671,-0.0233472,-0.0754697
0.66,0.87,0.358154,-0.0293954,-0.0729408
0.67,0.87,0.356952,-0.0356784,-0.0700064
0.68,0.87,0.355029,-0.0422136,-0.0666431
0.69,0.87,0.352345,-0.0490211,-0.0628279
0.7,0.87,0.34886,-0.0561241,-0.0585383
0.71,0.87,0.344531,-0.0635493,-0.0537519
0.72,0.87,0.339312,-0.0713282,-0.0484475
0.73,0.87,0.333156,-0.0794974,-0.0426047
0.74,0.87,0.326014,-0.0880999,-0.0362043
0.75,0.87,0.317833,-0.0971865,-0.0292289
0.76,0.87,0.308561,-0.106817,-0.0216632
0.77,0.87,0.298143,-0.117061,-0.0134942
0.78,0.87,0.286526,-0.127999,-0.00471218
0.79,0.87,0.273658,-0.139724,0.00468872
0.8,0.87,0.259492,-0.152343,0.0147096
0.81,0.87,0.243992,-0.16597,0.0253456
0.82,0.87,0.227135,-0.180729,0.0365843
0.83,0.87,0.208922,-0.19674,0.048404
0.84,0.87,0.189391,-0.214112,0.0607707
0.85,0.87,0.168629,-0.232915,0.0736355
0.86,0.87,0.146796,-0.25315,0.0869303
0.87,0.87,0.124143,-0.2747,0.100563
0.88,0.87,0.101039,-0.297265,0.114412
0.89,0.87,0.0779918,-0.320276,0.12832
0.9,0.87,0.0556636,-0.342796,0.142091
0.91,0.87,0.034862,-0.363413,0.155484
0.92,0.87,0.0165028,-0.380148,0.168213
0.93,0.87,0.00152559,-0.390399,0.179957
0.94,0.87,-0.00924488,-0.390977,0.190364
0.95,0.87,-0.0152879,-0.378247,0.199077
0.96,0.87,-0.016609,-0.348423,0.205733
0.97,0.87,-0.0139107,-0.297972,0.210059
0.98,0.87,-0.00864908,-0.224064,0.21186
0.99,0.87,-0.00373848,-0.124917,0.20945
1,0.87,0,0,0.20945
0,0.88,0,0,-0.115271
0.01,0.88,-0.00428106,0.0565014,-0.115271
0.02,0.88,-0.0107554,0.103263,-0.11993
0.03,0.88,-0.0198999,0.139909,-0.121004
0.04,0.88,-0.0292407,0.167222,-0.120541
0.05,0.88,-0.0376358,0.18645,-0.118777
0.06,0.88,-0.0443251,0.199001,-0.115982
0.07,0.88,-0.0488969,0.206245,-0.112467
0.08,0.88,-0.051215,0.209402,-0.108485
0.09,0.88,-0.0513221,0.209498,-0.104241
0.1,0.88,-0.0493701,0.207367,-0.0998999
0.11,0.88,-0.0455687,0.203663,-0.0955867
0.12,0.88,-0.0401509,0.198891,-0.0913941
0.13,0.88,-0.0333504,0.193431,-0.0873889
0.14,0.88,-0.0253886,0.187565,-0.083617
0.15,0.88,-0.0164673,0.1815,-0.0801084
0.16,0.88,-0.00676632,0.175381,-0.0768805
0.17,0.88,0.00355758,0.169313,-0.0739419
0.18,0.88,0.0143692,0.163364,-0.0712942
0.19,0.88,0.0255535,0.157579,-0.068934
0.2,0.88,0.0370129,0.151987,-0.0668547
0.21,0.88,0.0486656,0.1466,-0.0650471
0.22,0.88,0.0604432,0.141423,-0.0635005
0.23,0.88,0.0722886,0.136455,-0.0622031
0.24,0.88,0.0841546,0.131688,-0.0611428
0.25,0.88,0.0960019,0.127115,-0.0603069
0.26,0.88,0.107798,0.122722,-0.0596831
0.27,0.88,0.119517,0.118497,-0.059259
0.28,0.88,0.131135,0.114428,-0.0590224
0.29,0.88,0.142635,0.110501,-0.0589613
0.3,0.88,0.154002,0.106701,-0.0590642
0.31,0.88,0.165222,0.103017,-0.0593196
0.32,0.88,0.176285,0.0994354,-0.0597164
0.33,0.88,0.187181,0.0959435,-0.0602437
0.34,0.88,0.197902,0.0925297,-0.0608906
0.35,0.88,0.208441,0.0891824,-0.0616465
0.36,0.88,0.218792,0.0858907,-0.0625008
0.37,0.88,0.228947,0.082644,-0.063443
0.38,0.88,0.2389,0.0794324,-0.0644623
0.39,0.88,0.248647,0.076246,-0.0655482
0.4,0.88,0.258179,0.0730757,-0.0666896
0.41,0.88,0.267491,0.0699126,-0.0678757
0.42,0.88,0.276576,0.066748,-0.069095
0.43,0.88,0.285427,0.0635737,-0.0703361
0.44,0.88,0.294035,0.0603818,-0.0715869
0.45,0.88,0.302393,0.0571645,-0.0728352
0.46,0.88,0.310492,0.0539144,-0.0740682
0.47,0.88,0.318322,0.0506242,-0.0752728
0.48,0.88,0.325872,0.0472868,-0.0764354
0.49,0.88,0.333131,0.0438952,-0.0775416
0.5,0.88,0.340087,0.0404428,-0.0785767
0.51,0.88,0.346728,0.0369229,-0.0795255
0.52,0.88,0.353038,0.0333288,-0.0803718
0.53,0.88,0.359004,0.0296541,-0.0810992
0.54,0.88,0.364609,0.0258923,-0.0816904
0.55,0.88,0.369835,0.0220369,-0.0821275
0.56,0.88,0.374666,0.0180814,-0.082392
0.57,0.88,0.37908,0.014019,-0.0824648
0.58,0.88,0.383058,0.0098431,-0.0823259
0.59,0.88,0.386578,0.0055466,-0.0819548
0.6,0.88,0.389615,0.0011222,-0.0813305
0.61,0.88,0.392145,-0.0034378,-0.0804313
0.62,0.88,0.394142,-0.00814162,-0.0792348
0.63,0.88,0.395578,-0.0129981,-0.0777184
0.64,0.88,0.396424,-0.0180169,-0.0758589
0.65,0.88,0.396646,-0.0232088,-0.0736325
0.66,0.88,0.396214,-0.0285857,-0.0710154
0.67,0.88,0.395091,-0.0341612,-0.0679835
0.68,0.88,0.39324,-0.0399507,-0.0645125
0.69,0.88,0.390621,-0.0459721,-0.0605782
0.7,0.88,0.387193,-0.0522463,-0.0561564
0.71,0.88,0.382911,-0.0587976,-0.0512234
0.72,0.88,0.377728,-0.0656548,-0.0457558
0.73,0.88,0.371594,-0.0728521,-0.0397311
0.74,0.88,0.364455,-0.0804301,-0.0331275
0.75,0.88,0.356258,-0.0884372,-0.0259245
0.76,0.88,0.346942,-0.0969308,-0.0181032
0.77,0.88,0.336446,-0.10598,-0.00964656
0.78,0.88,0.324707,-0.115664,-0.000540124
0.79,0.88,0.311662,-0.12608,0.00922758
0.8,0.88,0.297248,-0.137338,0.0196641
0.81,0.88,0.281407,-0.149562,0.0307719
0.82,0.88,0.264091,-0.162893,0.0425471
0.83,0.88,0.24527,-0.177479,0.0549776
0.84,0.88,0.224941,-0.193467,0.0680404
0.85,0.88,0.203145,-0.210986,0.0816981
0.86,0.88,0.179987,-0.230116,0.0958953
0.87,0.88,0.155661,-0.250847,0.110552
0.88,0.88,0.130479,-0.273012,0.125559
0.89,0.88,0.104906,-0.2962,0.140767
0.9,0.88,0.0795844,-0.319641,0.155981
0.91,0.88,0.0553489,-0.342078,0.170956
0.92,0.88,0.0332068,-0.361631,0.185386
0.93,0.88,0.0142709,-0.37569,0.198913
0.94,0.88,-0.000377549,-0.38088,0.211131
0.95,0.88,-0.00990136,-0.373162,0.221607
0.96,0.88,-0.013989,-0.348104,0.229886
0.97,0.88,-0.0131161,-0.301342,0.235591
0.98,0.88,-0.0087018,-0.229165,0.238415
0.99,0.88,-0.0038997,-0.129041,0.236524
1,0.88,0,0,0.236524
0,0.89,0,0,-0.125209
0.01,0.89,-0.00510935,0.0619632,-0.125209
0.02,0.89,-0.0126006,0.111848,-0.130319
0.03,0.89,-0.0227631,0.14952,-0.130978
0.04,0.89,-0.032613,0.176273,-0.129735
0.05,0.89,-0.0408756,0.193898,-0.126969
0.06,0.89,-0.0467976,0.204266,-0.123071
0.07,0.89,-0.0500563,0.209094,-0.118446
0.08,0.89,-0.0506403,0.209838,-0.113405
0.09,0.89,-0.0487201,0.207672,-0.108189
0.1,0.89,-0.0445619,0.203506,-0.102979
0.11,0.89,-0.0384699,0.198028,-0.097905
0.12,0.89,-0.03075,0.191745,-0.0930562
0.13,0.89,-0.0216898,0.185026,-0.0884921
0.14,0.89,-0.0115483,0.178129,-0.0842491
0.15,0.89,-0.000552065,0.171235,-0.080347
0.16,0.89,0.0111047,0.164463,-0.076793
0.17,0.89,0.0232579,0.157891,-0.0735861
0.18,0.89,0.0357706,0.151566,-0.0707194
0.19,0.89,0.0485295,0.145511,-0.0681817
0.2,0.89,0.0614416,0.139736,-0.0659598
0.21,0.89,0.074431,0.13424,-0.0640387
0.22,0.89,0.0874361,0.129015,-0.0624026
0.23,0.89,0.100407,0.124048,-0.0610358
0.24,0.89,0.113304,0.119322,-0.0599225
0.25,0.89,0.126096,0.114822,-0.0590473
0.26,0.89,0.138756,0.11053,-0.058395
0.27,0.89,0.151264,0.106428,-0.0579514
0.28,0.89,0.163606,0.102499,-0.0577024
0.29,0.89,0.175767,0.0987256,-0.0576348
0.3,0.89,0.187738,0.0950925,-0.0577355
0.31,0.89,0.199511,0.0915842,-0.0579923
0.32,0.89,0.211079,0.0881865,-0.0583931
0.33,0.89,0.222438,0.0848856,-0.0589262
0.34,0.89,0.233583,0.0816688,-0.0595803
0.35,0.89,0.24451,0.0785241,-0.0603441
0.36,0.89,0.255215,0.0754401,-0.0612067
0.37,0.89,0.265695,0.0724062,-0.0621571
0.38,0.89,0.275947,0.0694123,-0.0631843
0.39,0.89,0.285965,0.0664487,-0.0642774
0.4,0.89,0.295747,0.0635067,-0.0654252
0.41,0.89,0.305288,0.0605775,-0.0666165
0.42,0.89,0.314582,0.0576531,-0.0678398
0.43,0.89,0.323625,0.0547258,-0.0690834
0.44,0.89,0.332409,0.0517881,-0.0703352
0.45,0.89,0.340929,0.0488332,-0.0715827
0.46,0.89,0.349175,0.0458541,-0.072813
0.47,0.89,0.35714,0.0428444,-0.074013
0.48,0.89,0.364815,0.0397979,-0.0751687
0.49,0.89,0.372189,0.0367085,-0.0762659
0.5,0.89,0.37925,0.0335704,-0.0772897
0.51,0.89,0.385988,0.0303779,-0.0782246
0.52,0.89,0.392387,0.0271253,-0.0790544
0.53,0.89,0.398436,0.0238074,-0.0797626
0.54,0.89,0.404117,0.0204185,-0.0803317
0.55,0.89,0.409414,0.0169535,-0.0807436
0.56,0.89,0.414311,0.013407,-0.0809797
0.57,0.89,0.418788,0.00977359,-0.0810206
0.58,0.89,0.422824,0.00604775,-0.0808461
0.59,0.89,0.426398,0.00222386,-0.0804356
0.6,0.89,0.429488,-0.00170397,-0.0797676
0.61,0.89,0.432069,-0.00574193,-0.0788201
0.62,0.89,0.434115,-0.00989668,-0.0775704
0.63,0.89,0.435598,-0.0141754,-0.0759953
0.64,0.89,0.436489,-0.018586,-0.0740711
0.65,0.89,0.436756,-0.0231374,-0.0717734
0.66,0.89,0.436368,-0.0278395,-0.0690777
0.67,0.89,0.435288,-0.0327038,-0.065959
0.68,0.89,0.43348,-0.0377434,-0.0623919
0.69,0.89,0.430902,-0.042974,-0.0583511
0.7,0.89,0.427514,-0.0484136,-0.053811
0.71,0.89,0.423269,-0.0540838,-0.0487462
0.72,0.89,0.41812,-0.0600106,-0.0431315
0.73,0.89,0.412014,-0.0662248,-0.0369418
0.74,0.89,0.404897,-0.0727637,-0.0301528
0.75,0.89,0.396709,-0.0796721,-0.0227409
0.76,0.89,0.387387,-0.0870043,-0.0146832
0.77,0.89,0.376865,-0.0948254,-0.0059585
0.78,0.89,0.365069,-0.103214,0.00345306
0.79,0.89,0.351927,-0.112264,0.013569
0.8,0.89,0.337361,-0.122087,0.0244042
0.81,0.89,0.321294,-0.132812,0.0359695
0.82,0.89,0.303654,-0.14459,0.0482711
0.83,0.89,0.284377,-0.157588,0.0613083
0.84,0.89,0.263421,-0.171985,0.0750714
0.85,0.89,0.240776,-0.187959,0.0895383
0.86,0.89,0.216484,-0.205662,0.10467
0.87,0.89,0.19067,-0.225188,0.120406
0.88,0.89,0.163572,-0.246505,0.136652
0.89,0.89,0.135582,-0.269376,0.153277
0.9,0.89,0.107292,-0.293232,0.170099
0.91,0.89,0.0795235,-0.317028,0.186872
0.92,0.89,0.0533413,-0.339063,0.20328
0.93,0.89,0.0300114,-0.356809,0.21893
0.94,0.89,0.010884,-0.366799,0.233358
0.95,0.89,-0.00282993,-0.364637,0.246042
0.96,0.89,-0.0103961,-0.345212,0.256408
0.97,0.89,-0.0119311,-0.303185,0.263934
0.98,0.89,-0.00870886,-0.233709,0.268156
0.99,0.89,-0.00409793,-0.133204,0.267032
1,0.89,0,0,0.267032
0,0.9,0,0,-0.137675
0.01,0.9,-0.00613613,0.0683833,-0.137675
0.02,0.9,-0.0147724,0.121531,-0.143101
0.03,0.9,-0.0258649,0.159818,-0.142977
0.04,0.9,-0.0358557,0.185336,-0.14052
0.05,0.9,-0.0433921,0.200633,-0.136322
0.06,0.9,-0.0478131,0.208174,-0.130937
0.07,0.9,-0.0489684,0.21008,-0.124881
0.08,0.9,-0.0470367,0.208059,-0.118528
0.09,0.9,-0.0423607,0.203414,-0.112149
0.1,0.9,-0.0353468,0.197112,-0.105931
0.11,0.9,-0.026405,0.189848,-0.1
0.12,0.9,-0.0159167,0.182108,-0.0944327
0.13,0.9,-0.00421939,0.174227,-0.0892732
0.14,0.9,0.0083979,0.166426,-0.0845415
0.15,0.9,0.0216929,0.158846,-0.0802418
0.16,0.9,0.0354661,0.15157,-0.0763671
0.17,0.9,0.0495553,0.144646,-0.0729037
0.18,0.9,0.0638301,0.138092,-0.0698334
0.19,0.9,0.0781865,0.131908,-0.0671359
0.2,0.9,0.0925424,0.126085,-0.06479
0.21,0.9,0.106833,0.120605,-0.0627739
0.22,0.9,0.12101,0.115447,-0.0610666
0.23,0.9,0.135033,0.110586,-0.0596477
0.24,0.9,0.148874,0.106,-0.0584976
0.25,0.9,0.162511,0.101663,-0.0575977
0.26,0.9,0.175928,0.0975532,-0.0569306
0.27,0.9,0.189113,0.0936476,-0.0564797
0.28,0.9,0.202057,0.0899258,-0.0562294
0.29,0.9,0.214757,0.0863684,-0.056165
0.3,0.9,0.227207,0.0829571,-0.0562724
0.31,0.9,0.239405,0.0796754,-0.0565382
0.32,0.9,0.251351,0.0765077,-0.0569497
0.33,0.9,0.263044,0.0734396,-0.0574946
0.34,0.9,0.274484,0.0704579,-0.058161
0.35,0.9,0.28567,0.0675503,-0.0589372
0.36,0.9,0.296602,0.0647054,-0.0598119
0.37,0.9,0.30728,0.0619128,-0.0607738
0.38,0.9,0.317703,0.0591625,-0.0618118
0.39,0.9,0.327869,0.0564454,-0.0629145
0.4,0.9,0.337778,0.0537531,-0.0640709
0.41,0.9,0.347426,0.0510774,-0.0652693
0.42,0.9,0.35681,0.048411,-0.0664983
0.43,0.9,0.365927,0.0457467,-0.0677459
0.44,0.9,0.374772,0.043078,-0.069
0.45,0.9,0.383339,0.0403986,-0.0702481
0.46,0.9,0.391621,0.0377026,-0.0714772
0.47,0.9,0.399613,0.0349844,-0.0726739
0.48,0.9,0.407305,0.0322385,-0.0738244
0.49,0.9,0.414688,0.02946,-0.0749143
0.5,0.9,0.421752,0.026644,-0.0759286
0.51,0.9,0.428486,0.0237857,-0.0768518
0.52,0.9,0.434878,0.0208808,-0.0776676
0.53,0.9,0.440914,0.0179248,-0.0783594
0.54,0.9,0.446579,0.0149135,-0.0789096
0.55,0.9,0.451859,0.0118427,-0.0793001
0.56,0.9,0.456736,0.00870833,-0.0795121
0.57,0.9,0.461192,0.00550626,-0.0795259
0.58,0.9,0.465207,0.00223235,-0.0793214
0.59,0.9,0.468761,-0.00111768,-0.0788776
0.6,0.9,0.471832,-0.00454825,-0.0781728
0.61,0.9,0.474395,-0.00806405,-0.0771848
0.62,0.9,0.476426,-0.0116701,-0.0758906
0.63,0.9,0.477897,-0.0153719,-0.0742665
0.64,0.9,0.47878,-0.0191756,-0.0722882
0.65,0.9,0.479045,-0.0230881,-0.0699311
0.66,0.9,0.478658,-0.0271173,-0.0671698
0.67,0.9,0.477584,-0.0312726,-0.0639784
0.68,0.9,0.475788,-0.0355646,-0.0603308
0.69,0.9,0.473229,-0.0400063,-0.0562003
0.7,0.9,0.469865,-0.044613,-0.0515602
0.71,0.9,0.465651,-0.0494033,-0.0463834
0.72,0.9,0.460537,-0.0543995,-0.0406427
0.73,0.9,0.454472,-0.0596289,-0.0343108
0.74,0.9,0.447397,-0.0651246,-0.0273607
0.75,0.9,0.439253,-0.0709271,-0.0197654
0.76,0.9,0.429973,-0.0770857,-0.0114984
0.77,0.9,0.419484,-0.0836608,-0.00253361
0.78,0.9,0.407709,-0.0907261,0.00715427
0.79,0.9,0.394565,-0.0983711,0.0175894
0.8,0.9,0.379961,-0.106704,0.0287945
0.81,0.9,0.363804,-0.115854,0.0407899
0.82,0.9,0.345998,-0.125975,0.053593
0.83,0.9,0.32645,-0.137245,0.0672166
0.84,0.9,0.305074,-0.149864,0.0816669
0.85,0.9,0.28181,-0.164046,0.0969406
0.86,0.9,0.256634,-0.180007,0.11302
0.87,0.9,0.229588,-0.19793,0.129869
0.88,0.9,0.200818,-0.217919,0.14742
0.89,0.9,0.170618,-0.239913,0.165569
0.9,0.9,0.139486,-0.263574,0.184156
0.91,0.9,0.108183,-0.288118,0.202953
0.92,0.9,0.0777767,-0.312109,0.221646
0.93,0.9,0.0496421,-0.333223,0.239819
0.94,0.9,0.025385,-0.34803,0.256951
0.95,0.9,0.00663432,-0.35188,0.272418
0.96,0.9,-0.00533409,-0.339003,0.285502
0.97,0.9,-0.0100969,-0.302953,0.295484
0.98,0.9,-0.00860121,-0.237431,0.301663
0.99,0.9,-0.00433378,-0.137385,0.301731
1,0.9,0,0,0.301731
0,0.91,0,0,-0.153618
0.01,0.91,-0.0074092,0.0759391,-0.153618
0.02,0.91,-0.0172776,0.132299,-0.159007
0.03,0.91,-0.0290038,0.170476,-0.157491
0.04,0.91,-0.0384524,0.193797,-0.153162
0.05,0.91,-0.0443183,0.205849,-0.146928
0.06,0.91,-0.0461757,0.209829,-0.139548
0.07,0.91,-0.0441629,0.208306,-0.131664
0.08,0.91,-0.0387275,0.203221,-0.123704
0.09,0.91,-0.030428,0.195974,-0.115952
0.1,0.91,-0.0198293,0.187544,-0.108586
0.11,0.91,-0.00744901,0.178593,-0.101711
0.12,0.91,0.00626513,0.169556,-0.0953776
0.13,0.91,0.0209396,0.160709,-0.0896027
0.14,0.91,0.0362708,0.152215,-0.084382
0.15,0.91,0.0520165,0.144166,-0.079697
0.16,0.91,0.0679865,0.1366,-0.075522
0.17,0.91,0.0840336,0.129527,-0.0718268
0.18,0.91,0.100045,0.122934,-0.06858
0.19,0.91,0.115935,0.116799,-0.0657502
0.2,0.91,0.131642,0.111089,-0.0633071
0.21,0.91,0.147118,0.105773,-0.0612218
0.22,0.91,0.162331,0.100816,-0.0594671
0.23,0.91,0.177259,0.0961834,-0.058018
0.24,0.91,0.191886,0.0918445,-0.056851
0.25,0.91,0.206203,0.0877689,-0.0559446
0.26,0.91,0.220207,0.0839287,-0.0552787
0.27,0.91,0.233895,0.0802985,-0.054835
0.28,0.91,0.247268,0.0768548,-0.0545961
0.29,0.91,0.26033,0.0735764,-0.054546
0.3,0.91,0.273085,0.0704438,-0.0546699
0.31,0.91,0.285535,0.0674396,-0.0549534
0.32,0.91,0.297686,0.0645475,-0.0553831
0.33,0.91,0.309543,0.0617532,-0.0559464
0.34,0.91,0.32111,0.0590434,-0.0566308
0.35,0.91,0.33239,0.056406,-0.0574244
0.36,0.91,0.343386,0.05383,-0.0583155
0.37,0.91,0.354103,0.0513052,-0.0592928
0.38,0.91,0.364542,0.0488225,-0.0603448
0.39,0.91,0.374703,0.0463734,-0.0614602
0.4,0.91,0.384588,0.04395,-0.0626277
0.41,0.91,0.394197,0.041545,-0.0638357
0.42,0.91,0.403527,0.0391519,-0.0650726
0.43,0.91,0.412578,0.0367644,-0.0663264
0.44,0.91,0.421345,0.0343767,-0.067585
0.45,0.91,0.429825,0.0319835,-0.0688358
0.46,0.91,0.438014,0.0295799,-0.0700659
0.47,0.91,0.445903,0.0271612,-0.0712618
0.48,0.91,0.453488,0.024723,-0.0724096
0.49,0.91,0.46076,0.0222613,-0.073495
0.5,0.91,0.467709,0.0197722,-0.074503
0.51,0.91,0.474326,0.0172522,-0.075418
0.52,0.91,0.480599,0.0146978,-0.0762238
0.53,0.91,0.486516,0.0121059,-0.0769036
0.54,0.91,0.492063,0.00947327,-0.0774399
0.55,0.91,0.497225,0.00679706,-0.0778144
0.56,0.91,0.501987,0.00407437,-0.0780083
0.57,0.91,0.506331,0.00130239,-0.078002
0.58,0.91,0.510239,-0.00152172,-0.0777751
0.59,0.91,0.513691,-0.0044008,-0.0773065
0.6,0.91,0.516665,-0.00733784,-0.0765744
0.61,0.91,0.519139,-0.010336,-0.0755563
0.62,0.91,0.521088,-0.0133986,-0.0742289
0.63,0.91,0.522486,-0.0165296,-0.0725683
0.64,0.91,0.523305,-0.0197332,-0.0705499
0.65,0.91,0.523517,-0.0230145,-0.0681484
0.66,0.91,0.523089,-0.0263791,-0.0653379
0.67,0.91,0.521987,-0.0298342,-0.0620919
0.68,0.91,0.520175,-0.0333881,-0.0583833
0.69,0.91,0.517614,-0.0370509,-0.0541845
0.7,0.91,0.514264,-0.0408349,-0.0494673
0.71,0.91,0.510078,-0.0447555,-0.0442033
0.72,0.91,0.505008,-0.0488311,-0.0383634
0.73,0.91,0.499002,-0.0530849,-0.0319182
0.74,0.91,0.492003,-0.0575452,-0.0248379
0.75,0.91,0.483947,-0.0622474,-0.0170923
0.76,0.91,0.474767,-0.0672348,-0.00865111
0.77,0.91,0.464388,-0.0725615,0.000516532
0.78,0.91,0.452727,-0.0782941,0.0104415
0.79,0.91,0.439693,-0.084515,0.0211549
0.8,0.91,0.425187,-0.0913253,0.0326878
0.81,0.91,0.4091,-0.0988487,0.0450706
0.82,0.91,0.391316,-0.107235,0.0583332
0.83,0.91,0.371714,-0.116663,0.0725032
0.84,0.91,0.350171,-0.127344,0.0876054
0.85,0.91,0.326572,-0.139516,0.103658
0.86,0.91,0.300826,-0.153437,0.120671
0.87,0.91,0.272888,-0.169368,0.138638
0.88,0.91,0.242793,-0.187529,0.157529
0.89,0.91,0.210711,-0.208036,0.177279
0.9,0.91,0.177003,-0.230788,0.19777
0.91,0.91,0.14231,-0.255307,0.218811
0.92,0.91,0.107626,-0.280508,0.240112
0.93,0.91,0.0743589,-0.304403,0.261258
0.94,0.91,0.044316,-0.323777,0.281685
0.95,0.91,0.0195525,-0.333909,0.300672
0.96,0.91,0.00199942,-0.328476,0.317329
0.97,0.91,-0.00714825,-0.299838,0.33068
0.98,0.91,-0.00822413,-0.239898,0.339669
0.99,0.91,-0.00458702,-0.141529,0.341672
1,0.91,0,0,0.341672
0,0.92,0,0,-0.174462
0.01,0.92,-0.00896104,0.0848148,-0.174462
0.02,0.92,-0.0200222,0.14396,-0.17901
0.03,0.92,-0.0316869,0.180835,-0.175089
0.04,0.92,-0.0393994,0.200638,-0.167901
0.05,0.92,-0.0421468,0.208342,-0.15879
0.06,0.92,-0.0399558,0.207999,-0.148763
0.07,0.92,-0.033401,0.202617,-0.138574
0.08,0.92,-0.0232778,0.194312,-0.128679
0.09,0.92,-0.0103905,0.184507,-0.119343
0.1,0.92,0.00453913,0.174127,-0.110706
0.11,0.92,0.0209052,0.163749,-0.102824
0.12,0.92,0.0382196,0.153717,-0.0957043
0.13,0.92,0.0561012,0.14422,-0.089322
0.14,0.92,0.0742586,0.135348,-0.0836374
0.15,0.92,0.0924732,0.127129,-0.0786025
0.16,0.92,0.110585,0.119553,-0.0741672
0.17,0.92,0.128478,0.112588,-0.070282
0.18,0.92,0.146071,0.10619,-0.0668998
0.19,0.92,0.163309,0.100311,-0.0639767
0.2,0.92,0.180156,0.0949026,-0.0614727
0.21,0.92,0.196592,0.0899159,-0.0593513
0.22,0.92,0.212606,0.0853064,-0.0575792
0.23,0.92,0.228195,0.0810324,-0.0561267
0.24,0.92,0.243362,0.0770559,-0.0549667
0.25,0.92,0.258113,0.0733427,-0.0540748
0.26,0.92,0.272458,0.069862,-0.0534288
0.27,0.92,0.286406,0.066586,-0.0530084
0.28,0.92,0.299969,0.0634901,-0.0527951
0.29,0.92,0.313159,0.0605522,-0.0527719
0.3,0.92,0.325987,0.0577525,-0.052923
0.31,0.92,0.338464,0.0550736,-0.0532336
0.32,0.92,0.3506,0.0524996,-0.0536898
0.33,0.92,0.362406,0.0500165,-0.0542785
0.34,0.92,0.37389,0.0476116,-0.0549871
0.35,0.92,0.38506,0.0452734,-0.0558035
0.36,0.92,0.395923,0.0429919,-0.0567159
0.37,0.92,0.406485,0.0407577,-0.0577128
0.38,0.92,0.416751,0.0385625,-0.0587827
0.39,0.92,0.426724,0.0363987,-0.0599143
0.4,0.92,0.436408,0.0342594,-0.0610961
0.41,0.92,0.445804,0.0321384,-0.0623168
0.42,0.92,0.454913,0.0300299,-0.0635646
0.43,0.92,0.463734,0.0279289,-0.0648276
0.44,0.92,0.472266,0.0258305,-0.0660938
0.45,0.92,0.480505,0.0237304,-0.0673504
0.46,0.92,0.48845,0.0216246,-0.0685847
0.47,0.92,0.496093,0.0195097,-0.0697833
0.48,0.92,0.503431,0.0173822,-0.0709322
0.49,0.92,0.510455,0.0152392,-0.0720173
0.5,0.92,0.517159,0.013078,-0.0730235
0.51,0.92,0.523532,0.0108961,-0.0739353
0.52,0.92,0.529564,0.00869111,-0.0747365
0.53,0.92,0.535245,0.00646108,-0.0754105
